15244749863	14397114174	20190124215139	0881
17336673697	19154926260	20190121051512	2725
19602240179	19683537146	20190424084730	0392
13319935953	19154926260	20190317232742	1292
19342117869	15280214634	20190525021343	1357
14410679238	16160892861	20190403031219	0371
19565082510	16160892861	20190412081834	2718
16569963779	17405139883	20190628234348	1813
19342117869	15884588694	20190820125215	1340
19565082510	18101213362	20190404224723	2620
15647679901	19565082510	20190930024627	2046
19313925217	15647679901	20191219131620	2169
15781588029	19313925217	20190413124401	2804
15647679901	18101213362	20191212083744	1830
14171709460	15244749863	20190827104920	0059
18840172592	14171709460	20190807072805	0741
17405139883	18101213362	20190303012537	2122
16160892861	19565082510	20190623023416	0862
14171709460	19154926260	20190810015248	1912
19683537146	17336673697	20190403013857	2173
19154926260	17405139883	20190518052243	2579
16569963779	19313925217	20190530170811	1881
15305526350	17885275338	20191101040248	0859
19154926260	16574556259	20190624064759	0067
15781588029	16160892861	20191116185325	0801
18840172592	15884588694	20190425002743	1866
19154926260	14397114174	20190810093821	2601
14171709460	16569963779	20190304110052	1051
13319935953	19683537146	20190709233550	2578
13319935953	17405139883	20190926002518	1368
19683537146	17405139883	20191105100513	2453
14397114174	15781588029	20190626233956	2576
19154926260	15647679901	20191027060849	2875
14930423697	19342117869	20190411193442	2394
15647679901	19565082510	20190917230308	2619
19313925217	15280214634	20191110090527	2786
15647679901	18840172592	20190624055742	1475
19683537146	13319935953	20191220062228	1625
16574556259	15647679901	20190426013412	2741
15305526350	14397114174	20190214041356	1834
15884588694	15305526350	20190104044531	1841
19313925217	15280214634	20191217232723	2764
14397114174	19602240179	20190328134142	1201
19602240179	14171709460	20190310000144	0395
17405139883	19342117869	20191125210307	1742
17405139883	19313925217	20190330231621	2460
15647679901	14410679238	20190711113335	2343
15305526350	19602240179	20191228092827	1486
15781588029	16569963779	20190902081010	2241
15884588694	19313925217	20191031040419	0794
14930423697	13319935953	20191203225611	2421
19313925217	14930423697	20191218020731	0931
19342117869	15884588694	20191111012204	2738
19683537146	14930423697	20190915081058	1622
17405139883	17885275338	20190811081913	0774
16569963779	19313925217	20190705072737	0780
14171709460	16574556259	20190709102623	0360
15280214634	15647679901	20190728185542	0319
17405139883	15781588029	20190527041409	0285
13319935953	19342117869	20190910135118	0384
15781588029	15280214634	20191121084513	2352
17336673697	17885275338	20190513084735	0988
15647679901	16569963779	20190612225329	0980
14410679238	15647679901	20190720040337	0965
16569963779	15647679901	20190223035842	1317
19342117869	16574556259	20190420212608	1657
18840172592	19342117869	20190911112934	0987
19313925217	14410679238	20190324035559	0005
19154926260	14410679238	20191013054801	0317
13319935953	15647679901	20190407015324	0239
19565082510	15244749863	20190104152711	1785
19683537146	19342117869	20190623104729	0311
19602240179	17885275338	20191104194403	0274
17336673697	15244749863	20190207104736	2764
15884588694	19313925217	20190908182456	0618
17336673697	14397114174	20191103150732	1433
16569963779	17405139883	20190814094158	0486
18101213362	13319935953	20190806134221	0941
19683537146	18101213362	20190325042625	0693
14410679238	15884588694	20190330023127	2879
15781588029	19683537146	20190701211931	0743
14397114174	17336673697	20190903013616	2615
19154926260	19565082510	20190911035234	0047
17336673697	19342117869	20190806213149	0698
19342117869	14171709460	20190921230041	2956
15781588029	16160892861	20190814132055	2555
15884588694	13319935953	20190819042252	2679
14397114174	16569963779	20190704234603	1431
19342117869	17885275338	20190517223403	1304
14410679238	17885275338	20190120152544	1171
19683537146	14171709460	20190726081320	1540
19313925217	14171709460	20190107010235	1175
14397114174	17405139883	20190722054919	1409
17336673697	19683537146	20190711123216	1020
19342117869	14171709460	20190428202532	2324
15884588694	16160892861	20191217081445	2433
15244749863	15647679901	20191125115232	0329
14397114174	17405139883	20190929143013	2449
15244749863	16160892861	20191223153102	0250
19342117869	18840172592	20190528184351	0507
19565082510	16569963779	20190919154515	2196
17336673697	15647679901	20190825185145	0868
17405139883	16574556259	20190124173207	0286
18101213362	19602240179	20190415102948	1519
16160892861	16569963779	20191015165959	0999
19683537146	16569963779	20190822155040	2994
19313925217	15244749863	20191024024006	1197
19683537146	19602240179	20190523024942	2385
16160892861	19342117869	20190809001805	2269
13319935953	18840172592	20190811234653	1504
19154926260	15647679901	20190702041755	1221
18101213362	17405139883	20190623181152	1407
15280214634	14397114174	20190212013434	1208
14171709460	14410679238	20190812055655	0546
15781588029	17405139883	20191018222527	0049
15781588029	18840172592	20190626050443	0769
16160892861	19342117869	20190511035720	2254
19565082510	14410679238	20190422203458	2825
19313925217	19342117869	20191021172046	1123
15884588694	15305526350	20190531075701	0250
19565082510	16569963779	20190306105656	0299
15647679901	14397114174	20190908021906	0268
15781588029	19602240179	20191026011159	0852
16160892861	14397114174	20190928150808	2872
19154926260	17405139883	20190225223544	0030
18101213362	19313925217	20191108053131	2168
18840172592	16160892861	20190427141950	1528
17885275338	19154926260	20191205011347	1107
17885275338	19154926260	20190328064427	0498
15781588029	16160892861	20190206140116	0838
15884588694	17336673697	20190715184206	1575
15244749863	19565082510	20191101124448	0681
19683537146	15244749863	20190102153618	1681
18840172592	14930423697	20191117172227	1728
16569963779	19602240179	20191129012628	2901
14930423697	17885275338	20191010031350	1641
17885275338	15781588029	20190706113816	0883
19565082510	17885275338	20190927193028	0037
16574556259	15781588029	20190411181933	2272
17405139883	15280214634	20190202112612	0042
14397114174	14171709460	20190727161126	1975
18840172592	19154926260	20191014123319	2180
19602240179	16574556259	20190216072521	0117
15884588694	17405139883	20190316011905	0728
15884588694	19154926260	20191226155119	0981
15244749863	19565082510	20190908135431	2669
19683537146	16569963779	20190410151718	1474
16160892861	14397114174	20190501212426	2917
19565082510	17885275338	20190908222152	0389
15280214634	13319935953	20191108030848	0259
15305526350	15280214634	20190608020350	0484
14171709460	15280214634	20190131134826	0523
13319935953	16160892861	20191129144528	2900
17405139883	15305526350	20191202160118	0509
17885275338	19154926260	20191003032800	1485
19683537146	18101213362	20190802092231	1239
13319935953	18101213362	20190814050407	0368
14171709460	19342117869	20190501025513	1142
15884588694	19565082510	20190113070754	2868
18101213362	19683537146	20191004174721	0118
17405139883	19313925217	20190131010558	0060
15280214634	14171709460	20190522031256	2430
19154926260	15305526350	20190622155451	0882
19342117869	19313925217	20191212110404	1844
19602240179	17405139883	20190309155348	0230
14410679238	15781588029	20191116043936	0689
19565082510	19154926260	20190206054235	1304
17336673697	15647679901	20190129224320	1148
15244749863	19602240179	20190328052104	0967
17885275338	16160892861	20191222122800	0143
15280214634	15305526350	20190818080108	1332
16569963779	16160892861	20190317060518	2820
14930423697	19683537146	20190504225348	0438
19154926260	15305526350	20191228015813	2963
15244749863	14397114174	20190601055505	1658
14410679238	19342117869	20190426103023	0320
14410679238	15884588694	20190307193525	1671
19602240179	17336673697	20190213034434	2259
19342117869	19313925217	20190425061632	2922
17336673697	15244749863	20190109105246	2277
15305526350	15280214634	20191023205439	0853
15244749863	16569963779	20190424024737	1576
14397114174	14171709460	20190926205851	0876
15647679901	18101213362	20191114204544	0413
15305526350	15884588694	20190628062445	1912
16160892861	19602240179	20190124235742	2385
15884588694	17405139883	20191201113822	1516
15884588694	19342117869	20190924112947	0030
14171709460	18101213362	20191113085550	2775
19313925217	14930423697	20191124115141	0040
15647679901	17405139883	20190527213628	1077
19602240179	17336673697	20191230180143	1102
13319935953	14930423697	20191113082031	1439
19683537146	13319935953	20190113154403	1538
15280214634	15244749863	20190217162547	2266
17336673697	19565082510	20190129115438	0091
15280214634	14171709460	20190519085543	2426
16569963779	19154926260	20191124131715	2597
16574556259	15884588694	20191218183942	2477
13319935953	19683537146	20191217233609	2279
17885275338	15244749863	20190715191227	2866
15884588694	15781588029	20191013130703	1212
14397114174	19154926260	20190623194507	0342
19342117869	18101213362	20190628233351	2129
19565082510	18101213362	20190902183829	2619
16569963779	18840172592	20190316143154	2286
19154926260	15781588029	20191122080441	1739
15280214634	15884588694	20190507164414	0200
18101213362	19565082510	20190326045645	2717
19602240179	17885275338	20190502083537	2042
15884588694	17405139883	20190704042432	1567
14410679238	15781588029	20190822195328	1298
